Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN18708,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,1
INN18860,2,0,1,1,Meal Plan 1,0,Room_Type 4,71,2018,10,22,Offline,0,0,0,110.5,0,1
INN12557,2,0,0,5,Meal Plan 1,0,Room_Type 4,10,2018,3,1,Online,0,0,0,118.8,0,0
INN28641,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,85.67,0,0
INN00386,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,0
INN28337,1,0,1,1,Meal Plan 2,0,Room_Type 1,60,2017,9,21,Online,0,0,0,0.0,0,0
INN06429,2,0,1,4,Meal Plan 1,0,Room_Type 4,48,2017,10,14,Online,0,0,0,78.54,1,0
INN03538,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2017,11,26,Offline,0,0,0,55.0,0,0
INN21057,2,0,2,3,Meal Plan 1,0,Room_Type 1,23,2018,3,5,Offline,0,0,0,65.75,0,0
INN23726,1,0,2,3,Meal Plan 1,0,Room_Type 1,65,2017,9,25,Online,0,0,0,130.9,2,0
INN03951,2,0,1,3,Meal Plan 1,0,Room_Type 1,164,2018,5,2,Online,0,0,0,99.45,0,1
INN22596,2,0,0,1,Not Selected,0,Room_Type 1,109,2018,10,11,Online,0,0,0,108.0,0,1
INN30712,2,0,0,5,Meal Plan 1,0,Room_Type 4,29,2017,10,20,Offline,0,0,0,75.0,1,0
INN14203,2,0,1,1,Meal Plan 1,0,Room_Type 1,158,2017,10,5,Online,0,0,0,89.25,1,0
INN29727,2,1,1,1,Meal Plan 1,0,Room_Type 4,135,2018,7,16,Offline,0,0,0,102.09,0,1
INN10123,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,27,Complementary,0,0,0,0.0,0,0
INN02702,2,0,0,4,Meal Plan 1,0,Room_Type 1,94,2018,5,18,Online,0,0,0,127.93,0,1
INN23494,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,0
INN34799,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,14,Online,0,0,0,96.3,5,0
INN26816,2,0,0,1,Not Selected,0,Room_Type 1,92,2018,4,6,Online,0,0,0,76.5,1,0
INN22840,2,0,0,1,Meal Plan 1,0,Room_Type 4,4,2018,9,22,Online,0,0,0,149.38,1,0
INN34026,2,0,2,5,Meal Plan 1,0,Room_Type 1,207,2018,8,7,Online,0,0,0,90.95,1,0
INN22638,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0,1
INN00548,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,112.0,1,1
INN02678,2,0,1,2,Meal Plan 1,0,Room_Type 4,133,2018,8,19,Online,0,0,0,82.45,0,1
INN09011,2,2,1,1,Meal Plan 1,0,Room_Type 6,32,2018,9,24,Online,0,0,0,202.05,1,1
INN35772,3,0,2,1,Meal Plan 1,0,Room_Type 1,99,2018,5,1,Online,0,0,0,137.7,0,1
INN08082,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,1,25,Corporate,0,0,0,79.0,0,0
INN25336,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,85.67,0,0
INN21981,2,0,2,1,Meal Plan 1,0,Room_Type 4,63,2018,5,28,Online,0,0,0,140.4,0,1
INN35623,2,0,2,2,Meal Plan 1,0,Room_Type 1,243,2017,9,20,Online,0,0,0,89.2,0,1
INN19832,1,0,0,3,Meal Plan 2,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,95.0,0,1
INN25685,2,0,2,1,Meal Plan 1,0,Room_Type 1,31,2018,1,2,Offline,0,0,0,69.0,0,0
INN24129,2,0,1,2,Meal Plan 1,0,Room_Type 1,102,2018,8,19,Online,0,0,0,119.7,2,0
INN25504,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,10,21,Online,0,0,0,63.76,0,0
INN10812,2,0,1,1,Meal Plan 1,0,Room_Type 1,78,2018,7,18,Online,0,0,0,105.3,0,1
INN16661,1,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,100.0,0,1
INN30250,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,0
INN27815,1,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,72.5,0,0
INN33332,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,1,11,Corporate,1,0,7,65.0,0,0
INN27127,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,5,20,Offline,0,0,0,65.0,1,0
INN04942,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,23,Online,0,0,0,139.0,1,0
INN35086,2,0,1,2,Meal Plan 1,1,Room_Type 1,186,2018,7,18,Online,0,0,0,105.3,1,1
INN32684,1,0,0,4,Meal Plan 1,0,Room_Type 1,7,2018,3,9,Online,0,0,0,99.0,1,0
INN21614,2,0,1,1,Not Selected,0,Room_Type 1,25,2018,5,30,Online,0,0,0,109.0,1,0
INN15972,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,0
INN32943,2,0,1,2,Not Selected,0,Room_Type 1,157,2018,10,3,Online,0,0,0,108.0,0,1
INN11584,2,0,1,0,Meal Plan 1,0,Room_Type 1,156,2018,6,26,Online,0,0,0,96.3,0,1
INN24995,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,1
INN13127,3,0,2,0,Meal Plan 1,0,Room_Type 4,68,2018,4,24,Online,0,0,0,133.2,2,0
INN04686,2,0,0,3,Not Selected,0,Room_Type 1,179,2018,8,23,Online,0,0,0,91.5,0,1
INN06506,2,0,4,10,Meal Plan 1,0,Room_Type 1,204,2018,9,7,Online,0,0,0,119.85,1,1
INN22970,2,0,0,4,Meal Plan 1,0,Room_Type 1,189,2018,7,5,Online,0,0,0,90.95,1,1
INN14602,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,1
INN11774,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52.0,0,0
INN35674,1,1,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Offline,0,0,0,79.56,0,1
INN23008,2,0,0,1,Meal Plan 1,0,Room_Type 5,0,2017,7,29,Complementary,0,0,0,0.0,2,0
INN12274,2,0,1,3,Meal Plan 1,0,Room_Type 1,12,2018,2,18,Online,0,0,0,91.0,0,0
INN28620,2,0,1,3,Meal Plan 1,0,Room_Type 1,212,2018,9,26,Online,0,0,0,129.65,1,1
INN20321,3,0,0,4,Meal Plan 1,0,Room_Type 4,114,2018,6,15,Online,0,0,0,150.45,0,0
INN34472,2,0,2,4,Not Selected,0,Room_Type 1,4,2018,2,6,Online,0,0,0,81.0,0,1
INN12681,2,0,2,4,Meal Plan 1,0,Room_Type 4,95,2018,7,14,Online,0,0,0,118.8,1,0
INN11671,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70.0,0,1
INN11848,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100.0,0,1
INN12728,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100.0,1,0
INN14676,2,0,0,3,Meal Plan 1,0,Room_Type 4,24,2018,12,8,Online,0,0,0,94.93,0,0
INN24510,2,1,1,1,Meal Plan 1,0,Room_Type 1,220,2018,9,3,Online,0,0,0,143.1,1,1
INN27917,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,2018,5,9,Online,0,0,0,119.85,0,0
INN11850,2,0,0,1,Not Selected,0,Room_Type 1,261,2018,12,10,Online,0,0,0,67.5,0,1
INN14190,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,1
INN18832,2,0,1,0,Not Selected,0,Room_Type 1,113,2018,7,10,Online,0,0,0,103.5,0,1
INN31563,2,0,2,2,Not Selected,0,Room_Type 1,111,2018,9,11,Online,0,0,0,118.8,2,1
INN10031,2,0,0,4,Meal Plan 1,0,Room_Type 4,62,2018,4,6,Online,0,0,0,112.2,1,1
INN06760,2,0,2,3,Meal Plan 1,0,Room_Type 6,225,2018,12,29,Online,0,0,0,150.11,0,0
INN08374,2,1,1,1,Meal Plan 1,0,Room_Type 1,60,2018,4,30,Offline,0,0,0,114.57,0,0
INN10676,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,1
INN23842,2,0,0,3,Meal Plan 1,0,Room_Type 1,40,2018,10,25,Offline,0,0,0,85.0,0,0
INN26869,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Complementary,0,0,0,0.0,0,0
INN27800,2,0,0,4,Meal Plan 1,0,Room_Type 4,92,2018,4,6,Online,0,0,0,95.2,0,1
INN02865,2,2,2,3,Meal Plan 1,0,Room_Type 6,169,2018,7,3,Online,0,0,0,158.95,1,1
INN13397,1,0,1,0,Meal Plan 1,0,Room_Type 1,17,2018,2,22,Online,0,0,0,85.0,0,1
INN27020,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,1
INN32188,2,0,6,13,Not Selected,0,Room_Type 1,130,2018,8,20,Online,0,0,0,101.98,0,1
INN22236,2,0,1,2,Meal Plan 1,0,Room_Type 1,29,2018,12,30,Offline,0,0,0,161.67,0,0
INN02871,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,1
INN32658,2,0,0,3,Meal Plan 1,0,Room_Type 1,178,2018,8,4,Online,0,0,0,108.3,0,1
INN03989,2,1,2,1,Not Selected,0,Room_Type 1,67,2017,12,5,Online,0,0,0,112.9,3,0
INN09972,3,0,0,3,Meal Plan 1,0,Room_Type 4,80,2018,8,3,Online,0,0,0,135.27,1,0
INN02351,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,1
INN21513,2,0,1,0,Not Selected,0,Room_Type 1,64,2018,7,25,Online,0,0,0,94.5,0,0
INN05513,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Online,0,0,0,100.0,0,1
INN23270,1,0,0,2,Meal Plan 1,0,Room_Type 1,33,2018,4,20,Online,0,0,0,81.09,1,0
INN16704,2,0,0,1,Not Selected,0,Room_Type 1,12,2018,9,2,Online,0,0,0,119.0,2,0
INN35702,2,0,0,3,Meal Plan 1,0,Room_Type 4,50,2017,11,17,Offline,0,0,0,60.0,0,0
INN12741,0,2,2,3,Meal Plan 1,0,Room_Type 2,247,2018,12,24,Online,0,0,0,67.26,1,0
INN05215,1,0,0,2,Meal Plan 1,1,Room_Type 1,12,2018,2,16,Corporate,1,0,4,67.0,1,0
INN13793,2,0,0,2,Meal Plan 1,0,Room_Type 1,71,2018,3,4,Online,0,0,0,78.3,1,1
INN17732,2,1,0,3,Meal Plan 2,0,Room_Type 1,8,2017,9,1,Offline,0,0,0,134.75,2,0
INN07187,1,0,2,2,Not Selected,0,Room_Type 1,45,2018,2,6,Online,0,0,0,46.9,1,0
INN32665,2,0,0,1,Not Selected,0,Room_Type 1,56,2018,9,2,Online,0,0,0,99.0,0,1
INN18129,3,0,0,3,Meal Plan 1,0,Room_Type 4,77,2018,4,14,Online,0,0,0,128.7,2,0
INN15228,1,0,1,3,Meal Plan 1,0,Room_Type 1,21,2017,8,31,Online,0,0,0,91.25,1,1
INN04004,2,0,2,2,Meal Plan 1,0,Room_Type 1,33,2018,4,16,Online,0,0,0,103.05,1,0
INN10508,2,0,1,4,Meal Plan 2,0,Room_Type 1,187,2018,9,12,Online,0,0,0,152.15,2,1
INN32631,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,1
INN06626,1,0,1,1,Meal Plan 1,0,Room_Type 1,14,2018,11,7,Online,0,0,0,137.16,1,0
INN11195,2,0,0,1,Meal Plan 1,0,Room_Type 1,64,2017,10,16,Offline,0,0,0,85.0,0,0
INN03017,2,0,1,2,Meal Plan 1,0,Room_Type 1,20,2018,10,3,Online,0,0,0,149.0,1,0
INN24811,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,23,Online,0,0,0,97.0,1,0
INN29638,2,0,1,4,Meal Plan 1,0,Room_Type 4,136,2018,9,21,Online,0,0,0,144.9,1,1
INN30676,2,2,0,3,Meal Plan 1,0,Room_Type 6,52,2018,9,14,Online,0,0,0,207.9,1,1
INN28799,2,0,0,3,Meal Plan 1,0,Room_Type 1,72,2018,4,14,Online,0,0,0,105.3,3,0
INN11961,1,0,1,0,Meal Plan 1,0,Room_Type 1,11,2018,2,15,Corporate,0,0,0,65.0,1,0
INN29240,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,0
INN30499,2,0,1,2,Not Selected,0,Room_Type 1,36,2018,10,28,Online,0,0,0,109.0,1,0
INN30175,2,0,1,1,Meal Plan 1,0,Room_Type 1,37,2018,4,11,Online,0,0,0,105.3,0,1
INN12323,2,0,1,3,Meal Plan 1,0,Room_Type 1,168,2018,11,7,Online,0,0,0,171.9,1,1
INN24902,1,0,0,2,Meal Plan 1,0,Room_Type 1,20,2018,6,22,Online,0,0,0,115.0,1,0
INN04844,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,2018,10,17,Offline,0,0,0,85.0,0,0
INN28353,3,0,2,0,Meal Plan 1,1,Room_Type 4,4,2018,3,20,Online,0,0,0,166.0,0,0
INN14519,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,0
INN03473,2,0,1,4,Not Selected,0,Room_Type 1,3,2018,3,7,Online,0,0,0,90.6,0,1
INN14001,2,0,2,3,Not Selected,0,Room_Type 1,95,2018,11,6,Offline,0,0,0,59.5,0,0
INN16976,2,1,0,1,Meal Plan 1,0,Room_Type 4,0,2018,10,29,Online,0,0,0,141.49,0,0
INN20245,2,0,0,3,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Offline,0,0,0,90.0,0,1
INN34691,2,1,0,2,Meal Plan 1,0,Room_Type 1,21,2018,10,4,Online,0,0,0,169.0,1,0
INN34370,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,3,7,Offline,0,0,0,87.0,1,0
INN06635,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115.0,0,1
INN25119,2,2,1,2,Meal Plan 1,1,Room_Type 6,19,2018,1,1,Online,0,0,0,194.67,0,0
INN04786,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,1
INN11105,2,0,2,2,Meal Plan 1,0,Room_Type 4,26,2018,11,11,Online,0,0,0,108.58,1,0
INN11795,2,0,1,4,Meal Plan 1,0,Room_Type 1,131,2018,8,1,Offline,0,0,0,81.25,1,0
INN10164,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,9,17,Online,0,0,0,152.33,2,0
INN24726,1,0,0,1,Meal Plan 1,0,Room_Type 1,128,2018,5,12,Online,0,0,0,99.9,1,0
INN34580,2,0,2,5,Meal Plan 1,0,Room_Type 4,49,2018,11,16,Online,0,0,0,101.51,1,0
INN13903,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,1,2,Online,0,0,0,109.0,1,0
INN28318,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,0
INN13203,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,2018,12,23,Online,0,0,0,104.0,0,1
INN06551,2,0,0,3,Meal Plan 2,0,Room_Type 1,11,2018,5,24,Offline,0,0,0,160.0,0,0
INN24657,2,1,2,5,Not Selected,0,Room_Type 1,82,2018,11,19,Online,0,0,0,74.8,3,0
INN12726,2,0,0,3,Meal Plan 1,0,Room_Type 4,313,2018,12,1,Online,0,0,0,91.8,1,1
INN19027,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,0
INN31331,1,0,0,3,Not Selected,0,Room_Type 1,25,2018,5,10,Online,0,0,0,129.0,0,0
INN17197,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,0
INN27313,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,1
INN11776,2,0,1,4,Not Selected,0,Room_Type 1,90,2018,12,26,Online,0,0,0,88.74,0,1
INN01581,2,0,0,2,Meal Plan 1,0,Room_Type 1,54,2018,2,26,Online,0,0,0,78.3,1,0
INN07677,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,1
INN34104,2,0,1,5,Meal Plan 1,0,Room_Type 4,184,2018,6,6,Online,0,0,0,115.32,1,1
INN32916,1,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,72.5,0,0
INN35255,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,0
INN00092,2,0,1,2,Meal Plan 1,1,Room_Type 1,68,2018,3,18,Online,0,0,0,105.3,0,0
INN26067,2,0,1,0,Meal Plan 1,0,Room_Type 4,120,2018,6,13,Online,0,0,0,140.4,0,1
INN28510,2,0,1,0,Meal Plan 1,0,Room_Type 1,41,2018,5,16,Online,0,0,0,126.9,0,1
INN31570,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,5,18,Corporate,1,0,1,98.0,0,0
INN19008,2,0,1,5,Not Selected,0,Room_Type 1,172,2018,8,15,Online,0,0,0,90.67,0,1
INN33949,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,1
INN06706,2,1,1,2,Meal Plan 1,0,Room_Type 4,91,2018,5,13,Online,0,0,0,140.4,0,1
INN10480,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2018,2,23,Online,0,0,0,72.07,1,0
INN00322,1,0,1,0,Meal Plan 1,0,Room_Type 1,51,2018,5,22,Corporate,1,0,3,65.0,0,0
INN24109,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,6,17,Offline,0,0,0,95.88,0,1
INN14830,2,0,2,1,Meal Plan 1,0,Room_Type 4,43,2017,10,31,Offline,0,0,0,65.0,0,0
INN10276,2,0,2,3,Meal Plan 1,0,Room_Type 1,221,2018,10,22,Online,0,0,0,90.95,2,0
INN04292,2,0,2,2,Not Selected,0,Room_Type 1,95,2018,5,21,Online,0,0,0,109.65,0,1
INN32491,2,0,2,3,Meal Plan 1,0,Room_Type 1,205,2018,7,22,Online,0,0,0,90.95,1,1
INN35730,2,2,2,3,Meal Plan 1,0,Room_Type 6,3,2018,7,10,Online,0,0,0,229.0,2,0
INN00195,2,0,4,10,Meal Plan 1,0,Room_Type 4,147,2018,8,3,Online,0,0,0,118.88,1,1
INN32206,1,0,1,5,Meal Plan 1,0,Room_Type 1,81,2018,9,5,Offline,0,0,0,85.0,0,0
INN29229,3,0,1,3,Meal Plan 1,0,Room_Type 4,72,2018,12,19,Online,0,0,0,119.0,0,1
INN08839,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,8,6,Online,0,0,0,76.5,2,0
INN07375,2,0,1,3,Meal Plan 1,0,Room_Type 1,90,2018,10,17,Offline,0,0,0,80.75,0,0
INN06070,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,12,2,Corporate,0,0,0,65.0,0,0
INN19764,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,1
INN02517,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,0
INN33882,2,0,0,4,Meal Plan 1,0,Room_Type 1,35,2018,1,13,Offline,0,0,0,60.0,0,0
INN34390,1,0,0,1,Meal Plan 1,0,Room_Type 1,87,2018,5,27,Online,0,0,0,94.25,1,0
INN09247,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,9,25,Offline,0,0,0,80.75,0,0
INN18276,1,0,2,2,Meal Plan 1,0,Room_Type 1,37,2017,9,20,Online,0,0,0,95.0,0,0
INN05255,1,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,80.75,0,1
INN32360,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2017,10,11,Offline,0,0,0,72.76,0,0
INN14792,2,0,1,2,Meal Plan 1,0,Room_Type 1,187,2018,10,7,Online,0,0,0,108.9,3,0
INN09124,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,80.0,0,0
INN33361,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,0
INN30916,3,0,2,2,Meal Plan 1,0,Room_Type 4,45,2018,3,19,Online,0,0,0,124.1,1,1
INN22655,1,0,1,2,Meal Plan 1,0,Room_Type 1,36,2018,11,18,Corporate,0,0,0,68.5,0,1
INN23070,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,0
INN14939,1,0,1,0,Meal Plan 1,0,Room_Type 1,46,2018,11,20,Online,0,0,0,86.4,0,1
INN24727,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,0
INN01748,2,0,1,1,Meal Plan 1,0,Room_Type 1,219,2018,8,15,Online,0,0,0,96.3,0,1
INN14829,2,0,0,2,Meal Plan 1,0,Room_Type 1,102,2017,8,21,Online,0,0,0,76.5,1,0
INN24448,2,2,2,0,Meal Plan 1,0,Room_Type 6,123,2018,9,25,Online,0,0,0,201.6,0,1
INN24097,3,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,3,17,Online,0,0,0,127.0,2,0
INN13803,2,0,2,4,Meal Plan 1,0,Room_Type 4,53,2018,9,4,Online,0,0,0,128.1,2,0
INN07504,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,9,21,Online,0,0,0,145.0,1,0
INN11226,2,0,0,4,Not Selected,0,Room_Type 1,160,2018,7,6,Online,0,0,0,97.75,0,1
INN10637,2,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,3,8,Online,0,0,0,93.0,0,0
INN05340,2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Offline,0,0,0,85.0,0,0
INN35076,2,0,0,4,Meal Plan 1,0,Room_Type 4,19,2018,12,28,Online,0,0,0,131.35,1,0
INN17958,2,0,2,1,Meal Plan 1,0,Room_Type 4,139,2018,5,21,Online,0,0,0,124.5,1,1
INN09076,3,0,0,2,Meal Plan 1,0,Room_Type 4,141,2018,9,23,Online,0,0,0,163.8,1,0
INN31061,1,0,2,0,Meal Plan 1,0,Room_Type 1,11,2018,1,31,Online,0,0,0,67.4,0,0
INN28255,3,0,2,5,Meal Plan 1,0,Room_Type 4,66,2018,7,15,Online,0,0,0,138.99,2,0
INN22865,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,12,8,Corporate,0,0,0,75.0,0,0
INN08914,2,0,1,4,Meal Plan 1,0,Room_Type 5,40,2018,9,5,Online,0,0,0,115.2,0,0
INN17177,1,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,12,2,Corporate,0,0,0,95.0,0,0
INN19576,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,1
INN17589,2,0,1,3,Meal Plan 1,0,Room_Type 1,29,2018,12,19,Online,0,0,0,88.4,0,0
INN07197,2,1,2,4,Meal Plan 1,0,Room_Type 4,4,2018,6,10,Online,0,0,0,145.25,0,1
INN26719,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,2018,10,7,Online,0,0,0,118.8,1,1
INN01350,2,0,1,1,Not Selected,0,Room_Type 1,75,2018,11,12,Online,0,0,0,79.2,1,0
INN03554,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,0
INN15267,2,0,2,1,Meal Plan 1,0,Room_Type 4,130,2018,10,29,Online,0,0,0,104.4,2,0
INN35875,1,0,2,2,Meal Plan 1,0,Room_Type 4,23,2018,4,10,Online,0,0,0,125.0,0,0
INN27856,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,0
INN19775,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,2017,10,13,Online,0,0,0,94.5,1,0
INN18112,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,1
INN10997,1,0,2,1,Not Selected,0,Room_Type 1,32,2018,6,12,Online,0,0,0,65.14,1,0
INN31680,3,0,1,3,Meal Plan 1,0,Room_Type 4,85,2018,4,28,Online,0,0,0,143.23,0,1
INN16907,2,0,1,3,Meal Plan 1,0,Room_Type 1,123,2018,8,1,Online,0,0,0,105.3,0,1
INN00896,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,1,0
INN25305,2,0,0,4,Meal Plan 1,0,Room_Type 1,55,2018,8,30,Online,0,0,0,109.8,2,1
INN19450,2,1,0,1,Meal Plan 1,0,Room_Type 4,3,2017,11,28,Offline,0,0,0,77.6,0,0
INN03275,2,0,1,4,Meal Plan 1,0,Room_Type 4,39,2018,2,15,Online,0,0,0,98.1,1,0
INN20903,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,0
INN12426,2,0,1,4,Meal Plan 1,0,Room_Type 4,71,2018,2,15,Online,0,0,0,63.49,1,0
INN32760,2,0,1,4,Meal Plan 2,1,Room_Type 4,27,2018,12,14,Online,0,0,0,138.2,3,0
INN11559,2,0,0,2,Not Selected,0,Room_Type 1,172,2018,6,2,Online,0,0,0,94.95,0,1
INN04815,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120.0,0,1
INN14439,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100.0,0,1
INN04417,2,0,1,3,Meal Plan 1,0,Room_Type 1,157,2018,7,11,Online,0,0,0,101.58,2,1
INN22857,3,0,0,3,Meal Plan 1,0,Room_Type 4,112,2018,8,9,Online,0,0,0,146.7,1,0
INN17957,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,2,11,Online,0,0,0,85.0,1,0
INN20820,2,0,1,2,Meal Plan 1,0,Room_Type 1,143,2018,9,5,Online,0,0,0,126.9,1,0
INN06504,2,0,2,5,Meal Plan 1,0,Room_Type 2,109,2018,4,2,Online,0,0,0,74.89,0,0
INN31775,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,0
INN27601,2,0,2,2,Meal Plan 1,0,Room_Type 4,23,2018,9,9,Online,0,0,0,135.0,0,1
INN00266,2,0,2,5,Not Selected,0,Room_Type 1,53,2017,9,2,Online,0,0,0,66.53,2,0
INN28466,1,0,1,4,Meal Plan 1,0,Room_Type 1,10,2017,9,7,Online,0,0,0,76.08,1,0
